C.D.S.  -  SIMBAD4 rel 1.7  -  2020.08.18CEST10:10:23

dec >= 40 & Bmag <= 7.5
-----------------------

Number of objects : 2740

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |Mag U |Mag B |Mag V |Mag R |Mag I |     spec. type      |#bib |#not
----|-----------------------------------|---|---------------------------------------|------|------|------|------|------|---------------------|-----|----
884 |HD 3856                            |*  |00 42 03.4199942695 +66 08 51.335147966|     ~| 6.866| 5.821|     ~|     ~|G9III-IV             |  37 |   0
885 |HD 4775                            |SB*|00 50 43.6042555662 +64 14 51.282336412|     ~| 5.868| 5.362|     ~|     ~|G5III+A0V            |  84 |   1
886 |HD 5550                            |SB*|00 58 31.0618050802 +66 21 06.453192752| 5.82 | 5.95 | 5.97 |     ~|     ~|A0III                |  48 |   0
887 |HD 6343                            |Be*|01 05 52.9792526463 +65 58 15.794201127|     ~| 7.339| 7.251|     ~|     ~|B5Vn:e               |  49 |   0
888 |* 32 Cas                           |V* |01 11 41.4019366088 +65 01 07.862621424|     ~| 5.487| 5.564|     ~|     ~|B9IV                 |  43 |   0
889 |HD 6960                            |V* |01 11 25.5709872841 +64 12 09.641407229|     ~| 5.488| 5.548|     ~|     ~|B9.5V                |  47 |   0
890 |* 35 Cas                           |PM*|01 21 05.2660679972 +64 39 29.273326290|     ~| 6.425| 6.322|     ~|     ~|A2Vnn                |  37 |   0
891 |HD 9811                            |*  |01 37 47.1979242590 +64 44 21.676791181|     ~| 7.288| 6.528|     ~|     ~|A6Ia                 |  21 |   0
892 |HD 10780                           |BY*|01 47 44.8336250528 +63 51 09.007331430| 6.84 | 6.44 | 5.63 | 4.99 | 4.60 |K0V                  | 317 |   0
893 |* eps Cas                          |Be*|01 54 23.7261769782 +63 40 12.372216932| 2.61 | 3.22 | 3.37 | 3.40 | 3.52 |B3Vp_sh              | 178 |   0
894 |HD 11857                           |V* |01 58 33.2348002169 +61 41 52.039231323|     ~| 5.963| 6.004|     ~|     ~|B7I                  |  53 |   0
895 |HD 14172                           |*  |02 19 44.4763829278 +60 01 46.375270564|     ~| 7.152| 6.923|     ~|     ~|A2V                  |  21 |   0
896 |IC 1805                            |OpC|02 32 42.0 +61 27 00                   |     ~| 7.03 | 6.5  |     ~|     ~|~                    | 474 |   2
897 |HD 17086                           |V* |02 47 09.6751290491 +60 34 14.748710281|     ~| 7.036| 6.525|     ~|     ~|A5+II                |  25 |   0
898 |HD 17505                           |** |02 51 07.97514 +60 25 03.8720          | 6.83 | 7.47 | 7.07 |     ~|     ~|O6.5III((f))n+O8V    | 182 |   0
899 |IC 1848                            |OpC|02 51 06.5 +60 24 36                   |     ~| 6.87 | 6.5  |     ~|     ~|~                    | 445 |   2
900 |HD 17581                           |SB*|02 51 45.8798787922 +58 18 51.461851254|     ~| 6.555| 6.443|     ~|     ~|A1m                  |  51 |   0
901 |HD 18991                           |*  |03 05 40.1670958521 +56 04 08.283335346| 9.784| 7.151| 6.105|     ~|     ~|K0III                |  20 |   0
902 |HD 20041                           |*iN|03 15 47.9704259501 +57 08 26.243209896| 6.61 | 6.52 | 5.79 |     ~|     ~|A0Ia                 | 126 |   1
903 |* k Per                            |PM*|03 05 32.4124981452 +56 42 20.584372303| 8.401| 5.794| 4.766|     ~|     ~|G9+IIIb              |  86 |   0
904 |HD 21447                           |*  |03 30 00.1834708229 +55 27 06.513970075| 5.160| 5.140| 5.090| 5.01 | 5.02 |A1Va                 | 122 |   0
905 |HD 21819                           |*  |03 33 39.0595622426 +54 58 29.495525821| 8.061| 6.074| 5.969|     ~|     ~|A3V                  |  29 |   0
906 |HD 21004                           |PM*|03 25 47.8975876238 +53 55 17.488113388| 8.719| 6.801| 6.517|     ~|     ~|A9III-IV             |  25 |   0
907 |HD 23384                           |PM*|03 47 10.6378734349 +51 42 22.994662690| 8.973| 7.22 | 6.85 |     ~|     ~|F2                   |  23 |   0
908 |HD 23452                           |*  |03 47 40.0861653746 +51 31 43.776090458| 9.458| 7.50 | 7.34 |     ~|     ~|A0V                  |  20 |   0
909 |HD 23552                           |Be*|03 48 18.0744583437 +50 44 12.355029498| 5.88 | 6.20 | 6.14 |     ~|     ~|B8V                  |  80 |   1
910 |HD 24240                           |*  |03 53 38.6963309266 +48 39 01.783596074|     ~| 6.81 | 5.76 |     ~|     ~|K0III                |  31 |   0
911 |HD 24504                           |*  |03 55 58.1754635361 +47 52 17.095013909|     ~| 5.297| 5.379|     ~|     ~|B6V                  |  70 |   0
912 |HD 25293                           |*  |04 03 22.1184616631 +48 50 27.081477355|     ~| 7.47 | 6.96 |     ~|     ~|F7IVn                |  17 |   0
913 |* c Per                            |Be*|04 08 39.6921578 +47 42 45.042937      | 3.45 | 4.00 | 4.03 | 3.91 | 3.93 |B3Ve                 | 366 |   0
914 |HD 24432                           |*  |03 55 24.8539334907 +49 02 26.120605937| 8.989| 7.336| 6.856|     ~|     ~|B3II                 |  75 |   0
915 |HD 26907                           |*  |04 17 19.7717222649 +46 13 03.629632158|     ~| 7.44 | 7.08 |     ~|     ~|A2                   |  10 |   0
916 |HD 26686                           |*  |04 15 14.0845175428 +44 46 04.208885048|     ~| 7.44 | 7.22 |     ~|     ~|A0                   |   3 |   0
917 |HD 25616                           |PM*|04 06 02.1524975795 +46 55 32.194095086|     ~| 6.91 | 6.78 |     ~|     ~|A2                   |   8 |   0
918 |HD 27157                           |PM*|04 19 13.0900366733 +42 22 52.300761385|     ~| 7.432| 6.967|     ~|     ~|F5                   |  24 |   0
919 |HD 27650                           |*  |04 23 35.81552 +42 25 40.4606          |     ~| 6.258| 6.250|     ~|     ~|B9III:               |  41 |   1
920 |V* V2079 Cyg                       |a2*|19 26 01.2151673928 +45 00 47.112437524|     ~| 6.92 | 7.07 |     ~|     ~|B8V                  |  13 |   0
921 |HD 185351                          |PM*|19 36 37.9763032863 +44 41 41.760069923|     ~| 6.109| 5.169|     ~|     ~|G8.5IIIbFe-0.5       | 126 |   0
922 |HD 182694                          |*  |19 23 56.5007393738 +43 23 17.402931539|     ~| 6.779| 5.853|     ~|     ~|G7IIIa               |  49 |   0
923 |HD 184147                          |*  |19 31 01.0922808541 +46 19 54.441826622|     ~| 7.13 | 7.17 |     ~|     ~|B9IV                 |   9 |   0
924 |HD 185955                          |Er*|19 39 34.5367112669 +45 57 26.775583299|     ~| 7.171| 6.245|     ~|     ~|G9II-III             |  23 |   0
925 |NGC 6811                           |OpC|19 37 17.0 +46 23 18                   |     ~| 7.47 | 6.8  |     ~|     ~|~                    | 252 |   0
926 |HD 184977                          |Er*|19 34 39.8606225517 +48 09 52.373192131| 7.110| 7.040| 6.780|     ~|     ~|A9V                  |  31 |   0
927 |* psi Cyg                          |SB*|19 55 37.7879400302 +52 26 20.139603026|     ~| 5.12 | 5.02 |     ~|     ~|A4Vn                 |  67 |   0
928 |HD 188342                          |*  |19 52 08.0796638140 +52 16 52.737305437|     ~| 7.40 | 7.37 |     ~|     ~|A0                   |   6 |   0
929 |V* V2100 Cyg                       |a2*|19 59 15.3471376090 +52 03 20.491241734| 5.29 | 5.954| 6.125|     ~|     ~|B5III                |  49 |   0
930 |HD 189253                          |*  |19 56 45.1727706804 +50 54 09.074981338|     ~| 6.451| 6.455|     ~|     ~|A1V                  |  19 |   0
931 |V* V1372 Cyg                       |a2*|20 13 36.3256530372 +53 39 33.549163874|     ~| 7.334| 7.333|     ~|     ~|A4p                  | 119 |   0
932 |HD 191195                          |PM*|20 06 13.8459429259 +53 09 56.474060366|     ~| 6.24 |     ~| 5.6  |     ~|F5V                  |  74 |   0
933 |* 33 Cyg                           |PM*|20 13 23.8666139 +56 34 03.799925      |     ~| 4.384| 4.271|     ~|     ~|A3IV-Vn              |  80 |   0
934 |HD 191892                          |*  |20 09 22.3586158771 +56 01 36.575348244|     ~| 7.43 | 6.49 |     ~|     ~|K0                   |   7 |   0
935 |HD 195554                          |** |20 29 27.1137626903 +56 04 05.459718358|     ~| 5.846| 5.912|     ~|     ~|B8.5V                |  87 |   2
936 |HD 193592A                         |*  |20 18 24.755 +55 23 49.40              |     ~| 6.05 | 6.00 |     ~|     ~|A2IV                 |   4 |   1
937 |HD 193592B                         |*  |20 18 24.5731684269 +55 23 52.885581355|     ~| 7.3  | 8.715|     ~|     ~|F3V                  |   5 |   0
938 |HD 194444                          |*  |20 23 01.3618364419 +54 40 22.342746130|     ~| 6.88 | 6.66 |     ~|     ~|A2                   |   9 |   0
939 |HD 194719                          |** |20 24 38.7420813 +55 26 34.965075      |     ~| 7.36 | 7.29 |     ~|     ~|A0                   |  15 |   0
940 |HD 193468                          |SB*|20 17 50.2275413154 +54 19 20.876638485|     ~| 7.16 | 6.73 |     ~|     ~|F5                   |  26 |   0
941 |HD 193592                          |** |20 18 24.75071 +55 23 49.5490          |     ~| 5.87 | 5.76 |     ~|     ~|A2IV+F3V             |  51 |   0
942 |HD 195066                          |*  |20 26 23.4744758417 +56 38 19.303940226|     ~| 6.383| 6.369|     ~|     ~|B9V                  |  35 |   0
943 |HD 197734                          |*  |20 42 39.6854193629 +60 36 04.748385153|     ~| 6.187| 6.160|     ~|     ~|A2IV                 |  22 |   0
944 |HD 198679                          |*  |20 49 19.0056613513 +58 44 55.455569033|     ~| 6.81 | 6.86 |     ~|     ~|B9                   |   8 |   0
945 |BD+58 2187                         |** |20 53 41.3521862 +59 18 27.460957      |     ~| 7.298| 6.956| 7.76 |     ~|F2+A2                |  58 |   0
946 |HD 202582                          |** |21 13 42.48263 +64 24 14.2302          | 7.05 | 6.99 | 6.39 |     ~|     ~|G2IV+G2IV            |  96 |   0
947 |HD 201888                          |*  |21 09 28.8118397148 +63 17 44.405949822| 5.9  | 6.400| 6.509|     ~|     ~|B7III                |  32 |   0
948 |HD 204211                          |*  |21 24 16.5450701560 +62 59 36.527110664|     ~| 7.47 | 7.43 |     ~|     ~|A0                   |   8 |   0
949 |HD 203374                          |Be*|21 19 07.3841340802 +61 51 30.296427340| 6.23 | 6.908| 6.674|     ~|     ~|B0IVpe               | 117 |   0
950 |* alf Cep                          |PM*|21 18 34.77233 +62 35 08.0681          | 2.770| 2.680| 2.460| 2.22 | 2.11 |A8Vn                 | 340 |   0
951 |HD 204100                          |*  |21 23 25.2610547678 +65 02 02.577180218|     ~| 7.258| 7.299|     ~|     ~|B9                   |   9 |   0
952 |* 6 Cep                            |Be*|21 19 22.2202464 +64 52 18.682115      | 4.56 | 5.14 | 5.18 |     ~|     ~|B3IVe                | 154 |   0
953 |HD 207826                          |SB*|21 49 08.0705520039 +66 47 31.297572987|     ~| 6.85 | 6.48 |     ~|     ~|F3IV                 |  40 |   0
954 |BD+65 1664                         |** |21 51 37.24558 +65 45 09.7674          | 6.740| 6.640| 6.380|     ~|     ~|A1m                  |  37 |   0
955 |HD 208657                          |*  |21 55 14.2013689561 +65 43 27.522410065|     ~| 7.31 | 7.26 |     ~|     ~|A0                   |   2 |   0
956 |HD 208947                          |Al*|21 57 11.1006363705 +66 09 22.154281968| 5.65 | 6.337| 6.394|     ~|     ~|B2V                  |  87 |   0
957 |HD 209691                          |*  |22 02 49.5674795479 +66 03 51.432208923|     ~| 6.837| 6.752|     ~|     ~|B8                   |  14 |   0
958 |HD 208682                          |Be*|21 55 30.99976 +65 19 14.9142          | 5.05 | 5.80 | 5.86 |     ~|     ~|B2Ve                 | 121 |   1
959 |HD 208904                          |*  |21 56 53.8055019337 +65 35 36.593133104| 6.93 | 7.49 | 7.52 |     ~|     ~|B3V                  |  23 |   0
960 |HD 211746                          |*  |22 17 12.1861818288 +66 07 44.137964768|     ~| 7.175| 7.071|     ~|     ~|A0                   |  12 |   0
961 |CCDM J22496+6633AB                 |** |22 49 36.21596 +66 33 13.9192          |     ~| 7.07 | 7.01 |     ~|     ~|B9                   |  11 |   1
962 |HD 216172B                         |PM*|22 49 01.5586162419 +68 34 15.326946063|     ~| 7.40 | 6.97 |     ~|     ~|F5V                  |  10 |   0
963 |HD 216172A                         |PM*|22 49 00.8674355879 +68 34 12.803596455|     ~| 7.28 | 6.86 | 7.32 |     ~|F4V                  |  12 |   0
964 |HD 216606                          |** |22 52 42.2809458364 +67 59 24.597128693| 7.400| 7.400| 6.980|     ~|     ~|F2                   |  29 |   0
965 |HD 218029                          |*  |23 03 32.8827565302 +67 12 33.153155151|     ~| 6.481| 5.230|     ~|     ~|K3III                |  61 |   0
966 |HD 218829                          |*  |23 09 55.7647227928 +67 14 31.426856662|     ~| 6.66 | 6.65 |     ~|     ~|A0                   |   3 |   0
967 |HD 222958                          |*  |23 44 56.6641888782 +69 45 17.484716467|     ~| 7.180| 7.148|     ~|     ~|B8                   |  10 |   0
968 |HD 222016                          |*  |23 36 28.4706496815 +67 50 55.963477049|     ~| 7.36 | 7.25 |     ~|     ~|A0                   |   2 |   0
969 |HD 223274                          |*  |23 47 54.7685862781 +67 48 24.496589516|     ~| 5.041| 5.044|     ~|     ~|A1Vn                 |  54 |   0
970 |HD 14                              |*  |00 05 19.9234713323 +68 53 03.953254228|     ~| 7.06 | 7.06 |     ~|     ~|B9                   |   7 |   0
971 |HD 4295                            |PM*|00 46 38.5048651815 +69 19 31.471257515| 6.760| 6.800|     ~| 6.2  |     ~|F3V                  |  31 |   0
972 |CCDM J00528+6852AB                 |** |00 52 45.23057 +68 51 56.8848          |     ~| 7.2  | 7.1  |     ~|     ~|A2                   |  17 |   1
973 |HD 5357                            |PM*|00 56 55.1444403894 +68 46 32.298962330|     ~| 6.732| 6.386|     ~|     ~|F4III                |  30 |   0
974 |* 31 Cas                           |*  |01 10 39.3207392488 +68 46 43.038602567|     ~| 5.280| 5.309|     ~|     ~|A0Vnn                |  46 |   0
975 |HD 7665                            |*  |01 18 18.6586870827 +67 48 59.116584350|     ~| 6.69 | 6.68 |     ~|     ~|A0                   |  12 |   0
976 |* psi Cas                          |PM*|01 25 56.0223813 +68 07 48.045998      |     ~| 5.780| 4.727|     ~|     ~|K0III-IIIbCN0.5      |  91 |   0
977 |HD 9030                            |PM*|01 30 52.1207252820 +66 05 53.118792491|     ~| 6.207| 6.137|     ~|     ~|A2Vs                 |  37 |   0
978 |* 43 Cas                           |a2*|01 42 20.5260877220 +68 02 34.890569843| 5.29 | 5.52 | 5.59 |     ~|     ~|A0VpSiSrEuHgMn       | 107 |   0
979 |HD 9614                            |*  |01 36 23.5419497225 +67 36 54.128630452|     ~| 7.19 | 7.13 |     ~|     ~|A0                   |   6 |   0
980 |HD 11946                           |*  |01 59 38.0372761533 +64 37 17.756072145|     ~| 5.273| 5.278|     ~|     ~|A0Vn                 |  60 |   0
981 |* 53 Cas                           |*  |02 03 00.1867607539 +64 23 24.064160879| 5.69 | 5.930| 5.614|     ~|     ~|A0Ib                 | 103 |   0
982 |HD 12509                           |*  |02 05 01.45699 +64 23 08.1431          | 6.9  | 7.403| 7.143|     ~|     ~|B1III                |  50 |   1
983 |* 55 Cas                           |** |02 14 29.0899880037 +66 31 27.968996027| 7.040| 6.700| 6.070|     ~|     ~|F9II+A2Vn            |  55 |   0
984 |* 52 Cas                           |*  |02 02 52.4756031539 +64 54 05.268917880|     ~| 6.012| 5.986|     ~|     ~|A1Vn                 |  41 |   0
985 |HD 12468                           |PM*|02 04 39.9311365355 +65 06 12.603538868| 6.480| 6.510| 6.520|     ~|     ~|A0V                  |  33 |   0
986 |HD 14171                           |*  |02 20 12.8389815877 +64 20 13.079402037|     ~| 6.558| 6.581|     ~|     ~|B9.5V                |  40 |   0
987 |HD 16626                           |PM*|02 42 35.7981998600 +61 35 36.714160667|     ~| 7.397| 7.013|     ~|     ~|F2V                  |  26 |   1
988 |NGC 1027                           |OpC|02 42 43.0 +61 38 00                   |     ~| 7.28 | 6.7  |     ~|     ~|~                    |  76 |   0
989 |HD 16218                           |*  |02 38 58.3351764271 +62 35 29.456826850|     ~| 6.630| 6.652|     ~|     ~|B/A                  |  22 |   0
990 |HD 16349                           |*  |02 40 01.1210888846 +62 36 07.213256796| 7.370| 7.490| 7.440|     ~|     ~|B/A                  |  14 |   0
991 |HD 17948                           |PM*|02 55 56.9207493120 +61 31 16.097176885|     ~| 6.001| 5.584|     ~|     ~|F5V                  |  84 |   0
992 |HD 18352                           |*  |02 59 47.3675956854 +61 17 23.798298866| 8.027| 6.987| 6.844|     ~|     ~|B1V                  |  62 |   0
